State/UT,Amount to be raised (Cr.),Amount Accepted (Cr.),Cut off Yield (%),Tenure (Year),Date,Url,Yield/Price
Telangana,2500,2461.2,6.99,8,"Jun 09, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49923,Yield based
West Bengal,1000,1000.0,6.65,10,"Jun 09, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49923,Yield based
Andhra Pradesh,1000,1000.0,5.45,4,"Jun 02, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49891,Yield based
Andhra Pradesh,1000,1000.0,6.58,10,"Jun 02, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49891,Yield based
Gujarat,1000,1500.0,6.57,9,"Jun 02, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49891,Yield based
Jammu and Kashmir,400,400.0,6.62,10,"Jun 02, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49891,Yield based
Karnataka,2000,2000.0,6.58,10,"Jun 02, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49891,Yield based
Kerala,500,500.0,5.44,4,"Jun 02, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49891,Yield based
Kerala,1000,1000.0,6.55,10,"Jun 02, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49891,Yield based
Madhya Pradesh,500,500.0,6.64,10,"Jun 02, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49891,Yield based
Maharashtra,2000,2000.0,4.54,2,"Jun 02, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49891,Yield based
Maharashtra,3000,3000.0,6.57,11,"Jun 02, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49891,Yield based
Punjab,1600,1600.0,6.70,10,"Jun 02, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49891,Yield based
Rajasthan,1000,1000.0,5.47,4,"Jun 02, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49891,Yield based
Rajasthan,750,750.0,5.65,5,"Jun 02, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49891,Yield based
Rajasthan,750,750.0,6.58,10,"Jun 02, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49891,Yield based
Tamil Nadu,1000,1000.0,4.52,2,"Jun 02, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49891,Yield based
Tamil Nadu,1000,1000.0,5.46,4,"Jun 02, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49891,Yield based
Andhra Pradesh,1000,1000.0,6.55,8,"May 26, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49852,Yield based
Goa,200,200.0,6.60,10,"May 26, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49852,Yield based
Gujarat,1500,1500.0,6.47,10,"May 26, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49852,Yield based
Karnataka,1000,1000.0,6.49,10,"May 26, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49852,Yield based
Karnataka,1000,1000.0,6.51,11,"May 26, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49852,Yield based
Maharashtra,5000,5000.0,6.54,10,"May 26, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49852,Yield based
Rajasthan,500,500.0,5.38,4,"May 26, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49852,Yield based
Rajasthan,1000,1000.0,5.80,5,"May 26, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49852,Yield based
Rajasthan,1000,1000.0,6.49,10,"May 26, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49852,Yield based
Tamil Nadu,1000,1000.0,4.99,3,"May 26, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49852,Yield based
Tamil Nadu,1000,1000.0,5.75,5,"May 26, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49852,Yield based
Telangana,1000,1000.0,5.90,5,"May 26, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49852,Yield based
Telangana,1000,1000.0,6.24,6,"May 26, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49852,Yield based
West Bengal,2000,2000.0,6.50,10,"May 26, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49852,Yield based
Andhra Pradesh,1000,1000.0,6.39,6,"May 19, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49830,Yield based
Gujarat,1000,1500.0,6.60,9,"May 19, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49830,Yield based
Haryana,1000,1000.0,4.68,2,"May 19, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49830,Yield based
Haryana,1000,1000.0,5.60,4,"May 19, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49830,Yield based
Kerala,500,500.0,5.91,5,"May 19, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49830,Yield based
Kerala,500,500.0,6.50,7.5,"May 19, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49830,Yield based
Kerala,500,500.0,6.63,10,"May 19, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49830,Yield based
Tamil Nadu,1000,1000.0,100.53/5.2403,"Re-issue of 5.44% Tamil Nadu SDL 2023 (Issued on April 22, 2020)","May 19, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49830,Price based
Tamil Nadu,1000,1000.0,100.20/5.9027,"Re-issue of 5.95% Tamil Nadu SDL 2025 (Issued on May 13, 2020)","May 19, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49830,Price based
Andhra Pradesh,1000,1000.0,6.72,8,"May 12, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49800,Yield based
Goa,100,100.0,6.72,10,"May 12, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49800,Yield based
Kerala,500,500.0,5.65,4,"May 12, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49800,Yield based
Madhya Pradesh,1000,1000.0,6.73,10,"May 12, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49800,Yield based
Manipur,150,150.0,6.80,10,"May 12, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49800,Yield based
Punjab,500,500.0,6.72,10,"May 12, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49800,Yield based
Rajasthan,500,500.0,6.78,10,"May 12, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49800,Yield based
Tamil Nadu,1000,1000.0,5.95,5,"May 12, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49800,Yield based
Tamil Nadu,1000,1000.0,6.73,10,"May 12, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49800,Yield based
Telangana,1000,1000.0,5.82,4,"May 12, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49800,Yield based
Telangana,1000,1000.0,6.17,5,"May 12, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49800,Yield based
West Bengal,3000,3000.0,6.85,10,"May 12, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49800,Yield based
Andhra Pradesh,1000,1000.0,5.89,5,"May 05, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49769,Yield based
Andhra Pradesh,1000,1000.0,6.35,7,"May 05, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49769,Yield based
Haryana,1000,1000.0,4.75,2,"May 05, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49769,Yield based
Haryana,1000,1000.0,6.24,6,"May 05, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49769,Yield based
Jammu and Kashmir,500,500.0,6.79,10,"May 05, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49769,Yield based
Kerala,500,500.0,5.09,3,"May 05, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49769,Yield based
Kerala,500,500.0,6.70,7.5,"May 05, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49769,Yield based
Madhya Pradesh,1000,1000.0,6.69,10,"May 05, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49769,Yield based
Punjab,500,500.0,6.80,6.5,"May 05, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49769,Yield based
Rajasthan,1500,1500.0,6.71,10,"May 05, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49769,Yield based
Tamil Nadu,1000,1000.0,107.81/6.6606,Re issue of 7.75% Tamil Nadu SDL 2030,"May 05, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49769,Price based
Tamil Nadu,1000,1000.0,100.77/5.54,Re issue of 5.76% Tamil Nadu SDL 2024,"May 05, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49769,Price based
Uttar Pradesh,500,500.0,6.69,10,"May 05, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49769,Yield based
Andhra Pradesh,1000,1000.0,6.00,5,"Apr 28, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49733,Yield based
Tamil Nadu,2000,2000.0,97.41/7.1501%,Re-issue of 6.94% TNSDL 2050,"Apr 28, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49733,Price based
Uttar Pradesh,2000,2000.0,6.86,10,"Apr 28, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49733,Yield based
West Bengal,2000,2000.0,6.85,10,"Apr 28, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49733,Yield based
Andhra Pradesh,1000,1000.0,6.70,6,"Apr 21, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49704,Yield based
Andhra Pradesh,1000,1000.0,6.90,7,"Apr 21, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49704,Yield based
Mizoram,100,100.0,7.04,10,"Apr 21, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49704,Yield based
Sikkim,467,467.0,7.14,10,"Apr 21, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49704,Yield based
Tamil Nadu,1000,1000.0,5.44,3,"Apr 21, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49704,Yield based
Tamil Nadu,1000,1000.0,5.76,4,"Apr 21, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49704,Yield based
Telangana,1000,1000.0,6.72,6,"Apr 21, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49704,Yield based
Telangana,1000,1000.0,6.98,8,"Apr 21, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49704,Yield based
Uttar Pradesh,1000,1000.0,7.00,10,"Apr 21, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49704,Yield based
Andhra Pradesh,1000,1000.0,6.68,4,"Apr 13, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49661,Yield based
Arunachal Pradesh,28,28.0,7.64,10,"Apr 13, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49661,Yield based
Goa,100,100.0,7.64,10,"Apr 13, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49661,Yield based
Madhya Pradesh,500,500.0,5.54,1.5,"Apr 13, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49661,Yield based
Madhya Pradesh,500,500.0,6.20,3,"Apr 13, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49661,Yield based
Maharashtra,2000,2000.0,7.60,10,"Apr 13, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49661,Yield based
Odisha,500,1000.0,5.62,1.5,"Apr 13, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49661,Yield based
Odisha,500,1000.0,6.01,2.5,"Apr 13, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49661,Yield based
Tamil Nadu,2000,2000.0,7.50,9,"Apr 13, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49661,Yield based
Telangana,1000,1000.0,7.50,8,"Apr 13, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49661,Yield based
Telangana,1000,1000.0,7.65,10,"Apr 13, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49661,Yield based
Uttar Pradesh,2000,2000.0,7.65,10,"Apr 13, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49661,Yield based
Andhra Pradesh,1000,1000.0,7.98,11,"Apr 07, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49637,Yield based
Arunachal Pradesh,400,400.0,8.00,10,"Apr 07, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49637,Yield based
Assam,500,500.0,8.00,10,"Apr 07, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49637,Yield based
Goa,100,100.0,7.88,10,"Apr 07, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49637,Yield based
Gujarat,2500,2080.0,7.73,9,"Apr 07, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49637,Yield based
Haryana,5000,5000.0,8.00,10,"Apr 07, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49637,Yield based
Jammu and Kashmir,800,800.0,8.15,10,"Apr 07, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49637,Yield based
Karnataka,1000,1000.0,7.80,10,"Apr 07, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49637,Yield based
Karnataka,1000,1000.0,7.93,11,"Apr 07, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49637,Yield based
Kerala,2000,2000.0,7.91,10,"Apr 07, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49637,Yield based
Kerala,2000,2000.0,8.10,12,"Apr 07, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49637,Yield based
Kerala,2000,1930.0,8.96,15,"Apr 07, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49637,Yield based
Madhya Pradesh,500,500.0,5.73,1.5,"Apr 07, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49637,Yield based
Madhya Pradesh,500,500.0,6.09,2.5,"Apr 07, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49637,Yield based
Maharashtra,5000,5000.0,7.83,10,"Apr 07, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49637,Yield based
Manipur,200,200.0,8.00,10,"Apr 07, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49637,Yield based
Nagaland,200,200.0,8.00,10,"Apr 07, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49637,Yield based
Odisha,500,500.0,5.93,2,"Apr 07, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49637,Yield based
Odisha,500,500.0,6.70,4,"Apr 07, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49637,Yield based
Punjab,500,500.0,6.50,3,"Apr 07, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49637,Yield based
Punjab,500,500.0,6.76,4,"Apr 07, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49637,Yield based
Punjab,600,600.0,7.25,5,"Apr 07, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49637,Yield based
Rajasthan,1500,1500.0,6.30,3,"Apr 07, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49637,Yield based
Rajasthan,1000,580.0,7.90,6,"Apr 07, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49637,Yield based
Rajasthan,1000,670.0,8.31,7,"Apr 07, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49637,Yield based
Tamil Nadu,2000,2000.0,7.75,10,"Apr 07, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49637,Yield based
Uttarakhand,1000,1000.0,7.85,10,"Apr 07, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49637,Yield based
Andhra Pradesh,618,520.0,7.80,13,"Mar 30, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49595,Yield based
Bihar,2000,2000.0,6.35,3,"Mar 30, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49595,Yield based
Chhattisgarh,2680,2680.0,7.35,10,"Mar 30, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49595,Yield based
Gujarat,500,1000.0,6.99,6,"Mar 30, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49595,Yield based
Gujarat,1000,1000.0,101.75/ 7.2000,"Price (Re-issue of 7.52% Gujarat SDL 2027 issued on May 24, 2017)","Mar 30, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49595,Price based
Himachal Pradesh,420,420.0,7.30,10,"Mar 30, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49595,Yield based
Jharkhand,1500,1500.0,8.10,12,"Mar 30, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49595,Yield based
Karnataka,1400,1400.0,97.69/ 7.3003,"Price (Re-issue of 6.97% Karnataka SDL 2030 issued On February 26, 2020)","Mar 30, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49595,Price based
Karnataka,1000,1000.0,98.18/ 7.3502,"Price (Re-issue of 7.09% Karnataka SDL 2030 issued on March 18, 2020)","Mar 30, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49595,Price based
Madhya Pradesh,750,750.0,6.49,4,"Mar 30, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49595,Yield based
Madhya Pradesh,750,750.0,7.35,9,"Mar 30, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49595,Yield based
Puducherry,70,70.0,7.35,10,"Mar 30, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49595,Yield based
Punjab,200,200.0,6.74,4,"Mar 30, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49595,Yield based
Punjab,272.50,272.5,6.95,5,"Mar 30, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49595,Yield based
Rajasthan,510.50,510.5,7.30,10,"Mar 30, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49595,Yield based
Rajasthan,1000,1000.0,7.88,12,"Mar 30, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49595,Yield based
Tamil Nadu,560,560.0,7.25,7,"Mar 30, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49595,Yield based
Telangana,1000,1000.0,6.88,5,"Mar 30, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49595,Yield based
Telangana,750,750.0,7.25,8,"Mar 30, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49595,Yield based
Telangana,823.97,823.97,7.35,10,"Mar 30, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49595,Yield based
Uttar Pradesh,3703,3703.0,7.30,10,"Mar 30, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49595,Yield based
Uttarakhand,250,250.0,7.35,10,"Mar 30, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49595,Yield based
West Bengal,4000,4000.0,7.35,10,"Mar 30, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49595,Yield based
Jammu and Kashmir,1074,1074.0,7.95,10,"Mar 24, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49563,Yield based
Assam,500,500.0,7.50,10,"Mar 23, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49557,Yield based
Bihar,1000,1000.0,95.39/7.8487,"Re-issue of 7.17% Bihar SDL 2030 issued on January 29, 2020","Mar 23, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49557,Price based
Chhattisgarh,1000,1000.0,7.59,10,"Mar 23, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49557,Yield based
Goa,144,144.0,7.50,10,"Mar 23, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49557,Yield based
Gujarat,1000,1000.0,7.45,10,"Mar 23, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49557,Yield based
Haryana,1456,1456.0,7.80,10,"Mar 23, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49557,Yield based
Madhya Pradesh,750,750.0,6.99,4,"Mar 23, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49557,Yield based
Maharashtra,5000,5000.0,7.78,9,"Mar 23, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49557,Yield based
Mizoram,89,89.0,7.50,10,"Mar 23, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49557,Yield based
Odisha,1000,1000.0,6.58,2,"Mar 23, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49557,Yield based
Odisha,1000,1000.0,6.75,3,"Mar 23, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49557,Yield based
Rajasthan,500,500.0,7.45,10,"Mar 23, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49557,Yield based
Telangana,1500,1125.05,7.99,10,"Mar 23, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49557,Yield based
Telangana,1000,235.0,7.99,15,"Mar 23, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49557,Yield based
Tripura,378,378.0,7.50,10,"Mar 23, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49557,Yield based
Uttar Pradesh,5000,5000.0,7.93,10,"Mar 23, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49557,Yield based
Uttarakhand,250,250.0,7.45,10,"Mar 23, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49557,Yield based
West Bengal,2500,482.0,7.99,15,"Mar 23, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49557,Yield based
Arunachal Pradesh,807,807.0,7.20,10,"Mar 17, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49527,Yield based
Assam,949,949.0,7.20,10,"Mar 17, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49527,Yield based
Chhattisgarh,1000,1000.0,7.11,10,"Mar 17, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49527,Yield based
Goa,100,100.0,7.15,10,"Mar 17, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49527,Yield based
Gujarat,1000,1000.0,7.04,10,"Mar 17, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49527,Yield based
Haryana,1200,1039.85,7.24,9,"Mar 17, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49527,Yield based
Jharkhand,1500,1500.0,7.37,11,"Mar 17, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49527,Yield based
Karnataka,1500,1500.0,7.09,10,"Mar 17, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49527,Yield based
Madhya Pradesh,500,500.0,7.11,10,"Mar 17, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49527,Yield based
Madhya Pradesh,1000,621.39,7.29,15,"Mar 17, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49527,Yield based
Meghalaya,449,449.0,7.20,10,"Mar 17, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49527,Yield based
Mizoram,271,271.0,7.20,10,"Mar 17, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49527,Yield based
