State/UT,Amount to be raised (Cr.),Amount Accepted (Cr.),Cut off Yield (%),Tenure (Year),Date,Url,Yield/Price
Karnataka,1000,1000.0,6.75,13,"Sep 15, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50358,Yield based
Madhya Pradesh,1000,1000.0,6.76,13,"Sep 15, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50358,Yield based
Maharashtra,2000,3000.0,5.70,4,"Sep 15, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50358,Yield based
Meghalaya,200,200.0,6.70,10,"Sep 15, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50358,Yield based
Nagaland,150,150.0,6.70,10,"Sep 15, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50358,Yield based
Rajasthan,750,750.0,6.67,10,"Sep 15, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50358,Yield based
Telangana,1000,1500.0,6.84,20,"Sep 15, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50358,Yield based
Tripura,400,400.0,6.70,10,"Sep 15, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50358,Yield based
Uttar Pradesh,1000,1000.0,6.68,10,"Sep 15, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50358,Yield based
Uttarakhand,500,500.0,6.67,10,"Sep 15, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50358,Yield based
Andhra Pradesh,1000,1000.0,6.85,16,"Sep 08, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50327,Yield based
Andhra Pradesh,1000,1000.0,6.87,18,"Sep 08, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50327,Yield based
Chhattisgarh,700,700.0,5.09,3,"Sep 08, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50327,Yield based
Goa,100,100.0,6.60,10,"Sep 08, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50327,Yield based
Haryana,1000,1500.0,6.70,10,"Sep 08, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50327,Yield based
Jammu and Kashmir,400,400.0,6.70,10,"Sep 08, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50327,Yield based
Karnataka,1000,1000.0,6.56,10,"Sep 08, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50327,Yield based
Karnataka,1000,1000.0,6.77,14,"Sep 08, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50327,Yield based
Madhya Pradesh,1000,1000.0,6.79,13,"Sep 08, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50327,Yield based
Maharashtra,1000,1000.0,5.60,4,"Sep 08, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50327,Yield based
Maharashtra,1000,2000.0,6.67,11,"Sep 08, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50327,Yield based
Puducherry,125,125.0,5.07,3,"Sep 08, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50327,Yield based
Punjab,1100,1100.0,99.38/6.7568,"Re-issue of 6.70% Punjab SDL 2040 issued on September 02, 2020","Sep 08, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50327,Price based
Rajasthan,750,750.0,6.60,10,"Sep 08, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50327,Yield based
Uttar Pradesh,1000,1000.0,6.64,10,"Sep 08, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50327,Yield based
West Bengal,2000,2000.0,6.77,20,"Sep 08, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50327,Yield based
Andhra Pradesh,1000,1000.0,5.52,4,"Sep 01, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50298,Yield based
Andhra Pradesh,1000,1000.0,6.68,15,"Sep 01, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50298,Yield based
Andhra Pradesh,1000,1000.0,6.68,19,"Sep 01, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50298,Yield based
Assam,600,600.0,6.55,10,"Sep 01, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50298,Yield based
Gujarat,1000,1500.0,6.45,10,"Sep 01, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50298,Yield based
Karnataka,1000,1000.0,6.40,10,"Sep 01, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50298,Yield based
Karnataka,1000,1000.0,6.61,15,"Sep 01, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50298,Yield based
Meghalaya,150,150.0,6.45,10,"Sep 01, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50298,Yield based
Punjab,1500,1210.0,6.70,20,"Sep 01, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50298,Yield based
Rajasthan,500,500.0,6.46,10,"Sep 01, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50298,Yield based
Tamil Nadu,1000,1250.0,6.4659/99.01,"Re-issue of 6.33% Tamil Nadu SDL 2030 issued on July 22, 2020","Sep 01, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50298,Price based
Telangana,1000,1500.0,6.71,30,"Sep 01, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50298,Yield based
Uttarakhand,500,500.0,6.43,10,"Sep 01, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50298,Yield based
Andhra Pradesh,250,250.0,6.77,20,"Aug 25, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50254,Yield based
Bihar,2000,2000.0,5.10,3,"Aug 25, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50254,Yield based
Goa,100,100.0,6.68,10,"Aug 25, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50254,Yield based
Gujarat,1500,2000.0,6.65,10,"Aug 25, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50254,Yield based
Karnataka,1000,1000.0,6.63,10,"Aug 25, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50254,Yield based
Karnataka,1000,1000.0,6.77,13,"Aug 25, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50254,Yield based
Kerala,500,500.0,5.05,3,"Aug 25, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50254,Yield based
Kerala,500,500.0,6.04,5,"Aug 25, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50254,Yield based
Rajasthan,500,500.0,5.89,5,"Aug 25, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50254,Yield based
Rajasthan,500,500.0,6.64,10,"Aug 25, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50254,Yield based
Tamil Nadu,1000,1250.0,5.09,3,"Aug 25, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50254,Yield based
Tamil Nadu,1000,1250.0,6.66,10,"Aug 25, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50254,Yield based
Uttar Pradesh,1000,1000.0,6.67,10,"Aug 25, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50254,Yield based
West Bengal,2000,2000.0,6.68,10,"Aug 25, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50254,Yield based
Bihar,2000,2000.0,4.93,3,"Aug 18, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50230,Yield based
Goa,100,100.0,6.50,10,"Aug 18, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50230,Yield based
Haryana,2000,2000.0,6.68,19,"Aug 18, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50230,Yield based
Karnataka,1000,1000.0,6.50,10,"Aug 18, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50230,Yield based
Karnataka,1000,1000.0,6.64,12,"Aug 18, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50230,Yield based
Punjab,750,750.0,6.6687/99.75,"Re-issue of 6.65% Punjab SDL 2050 issued on July 08, 2020","Aug 18, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50230,Price based
Rajasthan,700,700.0,6.50,10,"Aug 18, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50230,Yield based
Tamil Nadu,1000,1250.0,6.50,10,"Aug 18, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50230,Yield based
Tamil Nadu,1000,1250.0,6.67,30,"Aug 18, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50230,Yield based
Telangana,1000,1500.0,6.69,30,"Aug 18, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50230,Yield based
Andhra Pradesh,1000,1000.0,5.41,4,"Aug 11, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50196,Yield based
Andhra Pradesh,1000,1000.0,6.60,19,"Aug 11, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50196,Yield based
Andhra Pradesh,1000,1000.0,6.60,20,"Aug 11, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50196,Yield based
Chhattisgarh,1300,1300.0,5.40,4,"Aug 11, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50196,Yield based
Gujarat,1000,1500.0,6.44,9,"Aug 11, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50196,Yield based
Karnataka,1000,1000.0,6.48,10,"Aug 11, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50196,Yield based
Karnataka,1000,1000.0,6.49,11,"Aug 11, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50196,Yield based
Madhya Pradesh,1000,1000.0,6.61,15,"Aug 11, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50196,Yield based
Maharashtra,1000,1000.0,6.44,8,"Aug 11, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50196,Yield based
Maharashtra,1000,2000.0,6.49,11,"Aug 11, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50196,Yield based
Rajasthan,250,250.0,5.39,4,"Aug 11, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50196,Yield based
Rajasthan,500,500.0,6.46,10,"Aug 11, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50196,Yield based
Tamil Nadu,1000,1000.0,99.44/4.7471,"Re-issue of 4.54% TNSDL 2023 Issued On July 08, 2020","Aug 11, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50196,Price based
Tamil Nadu,1000,1250.0,98.71/6.5888,"Re-issue of 6.49% TNSDL 2050 Issued On July 22, 2020","Aug 11, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50196,Price based
West Bengal,2000,2000.0,6.62,15,"Aug 11, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50196,Yield based
Andhra Pradesh,1000,1000.0,6.55,15,"Aug 04, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50162,Yield based
Andhra Pradesh,1000,1000.0,6.50,18,"Aug 04, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50162,Yield based
Gujarat,1000,1500.0,6.40,10,"Aug 04, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50162,Yield based
Haryana,1000,1000.0,6.48,20,"Aug 04, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50162,Yield based
Jammu and Kashmir,800,800.0,6.46,10,"Aug 04, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50162,Yield based
Karnataka,1000,1000.0,6.32,8,"Aug 04, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50162,Yield based
Madhya Pradesh,1000,1000.0,6.54,15,"Aug 04, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50162,Yield based
Manipur,100,100.0,6.45,10,"Aug 04, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50162,Yield based
Punjab,1000,1000.0,6.42,10,"Aug 04, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50162,Yield based
Punjab,500,500.0,101.96/6.5000,"Re-issue of 6.65% Punjab SDL 2050, issued on July 8, 2020","Aug 04, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50162,Price based
Rajasthan,500,500.0,5.49,5,"Aug 04, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50162,Yield based
Rajasthan,500,500.0,6.50,30,"Aug 04, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50162,Yield based
Tamil Nadu,1000,1000.0,99.49/6.3996,"Re-issue of 6.33% TNSDL 2030, issued on July 22, 2020","Aug 04, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50162,Price based
Tamil Nadu,1000,1000.0,100.00/6.4897,"Re-issue of 6.49% TNSDL 2050, issued on July 22, 2020","Aug 04, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50162,Price based
Telangana,1000,1500.0,6.52,30,"Aug 04, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50162,Yield based
Andhra Pradesh,1000,1000.0,6.49,13,"Jul 28, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50133,Yield based
Bihar,2000,2000.0,4.54,3,"Jul 28, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50133,Yield based
Goa,100,100.0,6.50,10,"Jul 28, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50133,Yield based
Himachal Pradesh,500,500.0,6.36,8,"Jul 28, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50133,Yield based
Karnataka,1000,1000.0,6.40,10,"Jul 28, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50133,Yield based
Karnataka,1000,1000.0,6.40,11,"Jul 28, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50133,Yield based
Rajasthan,500,500.0,4.54,3,"Jul 28, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50133,Yield based
Rajasthan,500,500.0,5.05,4,"Jul 28, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50133,Yield based
Rajasthan,500,1000.0,6.20,7,"Jul 28, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50133,Yield based
Telangana,750,1000.0,6.49,30,"Jul 28, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50133,Yield based
Uttar Pradesh,500,500.0,6.44,10,"Jul 28, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50133,Yield based
West Bengal,2000,2000.0,6.46,10,"Jul 28, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50133,Yield based
Bihar,2000,2000.0,4.52,3,"Jul 21, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50109,Yield based
Karnataka,1000,1000.0,6.12,7,"Jul 21, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50109,Yield based
Karnataka,1000,1000.0,6.09,8,"Jul 21, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50109,Yield based
Kerala,500,500.0,5.03,4,"Jul 21, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50109,Yield based
Kerala,500,0.0,N.A,7,"Jul 21, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50109,Yield based
Maharashtra,2000,3000.0,6.24,8,"Jul 21, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50109,Yield based
Tamil Nadu,1000,1250.0,6.33,10,"Jul 21, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50109,Yield based
Tamil Nadu,1000,1250.0,6.49,30,"Jul 21, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50109,Yield based
Andhra Pradesh,1000,1000.0,6.48,12,"Jul 14, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50080,Yield based
Goa,100,100.0,6.41,10,"Jul 14, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50080,Yield based
Haryana,1500,2000.0,4.40,3,"Jul 14, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50080,Yield based
Karnataka,1000,1000.0,5.70,6,"Jul 14, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50080,Yield based
Madhya Pradesh,1000,1000.0,6.52,15,"Jul 14, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50080,Yield based
Maharashtra,2000,3000.0,4.39,3,"Jul 14, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50080,Yield based
Manipur,150,150.0,6.42,10,"Jul 14, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50080,Yield based
Rajasthan,500,500.0,6.55,30,"Jul 14, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50080,Yield based
Rajasthan,500,1000.0,6.55,35,"Jul 14, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50080,Yield based
Tamil Nadu,2000,2500.0,6.41,10,"Jul 14, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50080,Yield based
West Bengal,1500,1500.0,6.54,15,"Jul 14, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50080,Yield based
Andhra Pradesh,1000,1000.0,6.50,10,"Jul 07, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50052,Yield based
Andhra Pradesh,1000,1000.0,6.56,11,"Jul 07, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50052,Yield based
Assam,500,500.0,6.55,10,"Jul 07, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50052,Yield based
Gujarat,700,700.0,6.44,9,"Jul 07, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50052,Yield based
Jammu and Kashmir,800,800.0,6.58,10,"Jul 07, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50052,Yield based
Madhya Pradesh,1000,1000.0,6.58,15,"Jul 07, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50052,Yield based
Meghalaya,200,200.0,6.52,10,"Jul 07, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50052,Yield based
Mizoram,150,150.0,6.57,15,"Jul 07, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50052,Yield based
Nagaland,150,150.0,6.52,10,"Jul 07, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50052,Yield based
Punjab,1000,1250.0,6.65,30,"Jul 07, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50052,Yield based
Rajasthan,500,500.0,4.49,3,"Jul 07, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50052,Yield based
Rajasthan,500,500.0,5.45,5,"Jul 07, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50052,Yield based
Tamil Nadu,1000,1250.0,4.54,3,"Jul 07, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50052,Yield based
Tamil Nadu,1000,1250.0,6.63,35,"Jul 07, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50052,Yield based
Telangana,1500,2000.0,6.64,30,"Jul 07, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50052,Yield based
Uttar Pradesh,500,500.0,6.50,10,"Jul 07, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50052,Yield based
Andhra Pradesh,1000,1000.0,6.57,10,"Jun 30, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50016,Yield based
Gujarat,1500,2000.0,6.54,10,"Jun 30, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50016,Yield based
Kerala,500,1000.0,5.53,5,"Jun 30, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50016,Yield based
Maharashtra,1000,2000.0,4.63,3,"Jun 30, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50016,Yield based
Rajasthan,500,750.0,6.55,10,"Jun 30, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50016,Yield based
Rajasthan,500,750.0,6.67,30,"Jun 30, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50016,Yield based
Tamil Nadu,1000,1250.0,4.63,3,"Jun 30, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50016,Yield based
Tamil Nadu,1000,1250.0,6.68,35,"Jun 30, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50016,Yield based
West Bengal,2000,2000.0,6.55,10,"Jun 30, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=50016,Yield based
Goa,100,100.0,6.58,10,"Jun 23, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49989,Yield based
Maharashtra,1000,1500.0,4.76,3,"Jun 23, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49989,Yield based
Rajasthan,500,500.0,6.59,10,"Jun 23, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49989,Yield based
Rajasthan,500,750.0,6.70,30,"Jun 23, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49989,Yield based
Tamil Nadu,1000,1250.0,6.60,9,"Jun 23, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49989,Yield based
Tamil Nadu,1000,1250.0,6.70,30,"Jun 23, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49989,Yield based
Telangana,2000,2000.0,6.60,10,"Jun 23, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49989,Yield based
Andhra Pradesh,500,500.0,6.48,7,"Jun 16, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49955,Yield based
Andhra Pradesh,500,500.0,6.54,10,"Jun 16, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49955,Yield based
Goa,100,100.0,6.54,10,"Jun 16, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49955,Yield based
Manipur,100,100.0,6.56,10,"Jun 16, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49955,Yield based
Rajasthan,500,500.0,4.89,3,"Jun 16, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49955,Yield based
Rajasthan,1000,1000.0,6.54,10,"Jun 16, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49955,Yield based
Tamil Nadu,1000,1250.0,6.55,10,"Jun 16, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49955,Yield based
Tamil Nadu,1000,1250.0,6.69,30,"Jun 16, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49955,Yield based
Andhra Pradesh,1000,1000.0,5.44,4,"Jun 09, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49923,Yield based
Karnataka,1000,1000.0,5.75,5,"Jun 09, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49923,Yield based
Kerala,300,300.0,5.77,5,"Jun 09, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49923,Yield based
Kerala,700,700.0,6.73,8,"Jun 09, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49923,Yield based
Madhya Pradesh,500,500.0,6.57,10,"Jun 09, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49923,Yield based
Maharashtra,3000,3000.0,4.45,2,"Jun 09, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49923,Yield based
Maharashtra,1000,2000.0,6.60,11,"Jun 09, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49923,Yield based
Mizoram,60,60.0,6.60,10,"Jun 09, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49923,Yield based
Rajasthan,500,500.0,5.75,5,"Jun 09, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49923,Yield based
Rajasthan,1500,1500.0,6.57,10,"Jun 09, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49923,Yield based
Tamil Nadu,1000,1250.0,6.60,10,"Jun 09, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49923,Yield based
Tamil Nadu,1000,1250.0,6.74,30,"Jun 09, 2020",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49923,Yield based
